millis,label,ax,ay,az,gx,gy,gz
3442794,z,-0.1932,2.0047,1.2947,-27.5100,-33.0400,-56.9100
3442804,z,-0.1440,1.9388,1.0531,-52.3600,-58.0300,-63.4900
3442814,z,-0.0698,1.8442,0.8686,-63.0700,-73.6400,-62.4400
3442824,z,0.0273,1.8432,0.6944,-64.4700,-75.4600,-49.2100
3442833,z,0.1571,1.8124,0.5636,-57.1200,-66.2200,-24.1500
3442842,z,0.1571,1.7505,0.4895,-43.9600,-52.6400,9.5900
3442852,z,0.1767,1.6831,0.4499,-31.0800,-39.9700,44.8000
3442862,z,0.1708,1.6109,0.4329,-21.0000,-29.9600,74.8300
3442872,z,0.1752,1.5221,0.4329,-12.3900,-22.2600,96.4600
3442881,z,0.1713,1.4362,0.4353,-2.5200,-15.6100,110.2500
3442891,z,0.1547,1.3547,0.4168,2.1000,-9.4500,118.0200
3442901,z,0.1796,1.2917,0.3992,7.3500,-4.4800,120.7500
3442910,z,0.2079,1.2561,0.3987,14.4900,1.2600,120.6100
3442919,z,0.1962,1.2102,0.4011,23.8700,7.9800,122.7800
3442929,z,0.1757,1.1819,0.4304,36.4000,14.2800,130.6900
3442939,z,0.1425,1.1756,0.4602,44.8700,20.5800,143.9900
3442949,z,0.1147,1.1819,0.4680,53.1300,26.1100,161.2800
3442958,z,0.1039,1.2293,0.4695,64.2600,31.0100,181.0200
3442967,z,0.0908,1.2605,0.4714,66.9900,37.0300,204.4700
3442977,z,0.0659,1.2381,0.4895,64.7500,44.5900,234.8500
3442987,z,0.0059,1.1566,0.5134,61.1800,55.0900,272.0900
3442997,z,-0.0615,0.9921,0.5549,65.2400,67.8300,348.8100
3443006,z,-0.1381,0.7906,0.6407,87.7100,79.5200,380.8700
3443016,z,-0.2118,0.6246,0.7657,125.0200,86.5900,400.1900
3443026,z,-0.2708,0.5075,0.9145,163.4500,80.0100,413.4200
3443035,z,-0.3518,0.4070,1.0878,163.4500,68.2500,424.4100
3443044,z,-0.4529,0.2757,1.2278,105.0000,55.2300,435.7500
3443054,z,-0.5880,0.0493,1.2712,87.8500,45.9200,445.6900
3443064,z,-0.6895,-0.1908,1.3078,87.2900,44.6600,450.1700
3443074,z,-0.7759,-0.5280,1.3840,85.0500,51.9400,450.8000
3443083,z,-0.9711,-0.8081,1.4962,97.4400,60.9000,446.9500
3443092,z,-0.9711,-1.0063,1.6577,120.9600,63.1400,431.8300
3443102,z,-0.8906,-1.1097,1.8002,115.0800,57.4000,403.4800
3443112,z,-0.8228,-1.0975,1.8305,93.5900,42.2100,362.0400
3443122,z,-0.7969,-1.0658,1.7880,79.3800,22.6800,322.7000
3443131,z,-0.8042,-1.1824,1.7207,72.6600,1.8900,279.7900
3443141,z,-0.7930,-1.2903,1.6314,75.6000,-15.4000,234.9900
3443151,z,-0.7764,-1.3015,1.5728,75.3900,-24.0100,195.3700
3443160,z,-0.7325,-1.2834,1.5289,63.2800,-23.3800,161.9800
3443169,z,-0.6944,-1.2942,1.4464,54.3900,-18.4100,132.7200
3443179,z,-0.6812,-1.3098,1.3571,55.0200,-14.3500,105.7000
3443189,z,-0.6549,-1.3000,1.3039,59.2200,-12.9500,79.5900
3443199,z,-0.6339,-1.2629,1.2639,57.4000,-13.0200,53.2000
3443208,z,-0.6334,-1.2415,1.2039,53.9000,-11.8300,26.6700
3443217,z,-0.6066,-1.2254,1.1492,55.2300,-9.1700,0.7000
3443227,z,-0.5583,-1.1746,1.1341,58.1000,-3.4300,-25.6200
3443237,z,-0.5144,-1.1278,1.1307,54.5300,4.2700,-52.4300
3443247,z,-0.4812,-1.1122,1.1253,47.6700,10.9200,-79.3800
3443256,z,-0.4895,-1.0775,1.1419,40.8800,16.7300,-136.9900
3443266,z,-0.5578,-1.0492,1.1570,30.3100,23.1700,-170.0300
3443276,z,-0.6446,-1.0907,1.1390,20.3700,32.8300,-208.8800
3443285,z,-0.7154,-1.1668,1.1141,20.0900,32.8300,-256.4100
3443294,z,-0.8135,-1.2034,1.1351,27.5800,41.3000,-312.3400
3443304,z,-0.9238,-1.2366,1.1639,15.1900,45.9900,-376.3900
3443314,z,-1.0585,-1.2903,1.2756,0.1400,54.6700,-449.7500
3443324,z,-1.2776,-1.3791,1.3269,-17.0800,66.0800,-537.6000
3443333,z,-1.5338,-1.3498,1.3727,-36.0500,76.8600,-643.2300
3443342,z,-1.7997,-1.3498,1.3908,-50.1200,90.2300,-750.8900
3443352,z,-2.1208,-0.7335,1.4381,-33.6700,99.0500,-850.2200
3443362,z,-2.5186,0.2303,1.6504,-14.2100,96.3900,-931.0700
3443372,z,-2.2487,1.3303,1.8285,-28.0000,75.3200,-948.2200
3443381,z,-1.9906,1.7143,1.8202,-57.1200,37.1700,-895.7200
3443391,z,-1.7226,1.9998,1.6953,-8.4000,-22.4700,-811.0200
3443401,z,-1.3522,2.6030,1.5001,51.7300,-79.6600,-651.1400
3443410,z,-1.0141,2.8450,1.3596,81.2700,-105.5600,-458.2900
3443419,z,-0.7725,2.8328,1.2576,73.0100,-97.1600,-272.3700
3443429,z,-0.6769,2.6450,1.0795,42.1400,-69.1600,-130.1300
3443439,z,-0.6100,2.3361,0.9360,36.6100,-40.2500,-45.5700
3443449,z,-0.5178,2.0755,0.9321,34.8600,-27.5100,-10.5000
3443458,z,-0.4314,1.8900,0.9740,7.2100,-34.1600,-6.1600
3443467,z,-0.3777,1.7490,0.9477,-34.6500,-52.8500,-14.7700
3443477,z,-0.3221,1.6309,0.8579,-66.7100,-70.2800,-25.1300
3443487,z,-0.2455,1.5133,0.7579,-80.0800,-77.8400,-30.8700
3443497,z,-0.1723,1.4098,0.6954,-81.4100,-73.8500,-24.9900
3443506,z,-0.1078,1.3161,0.6871,-75.1100,-62.5100,-6.3000
3443516,z,-0.0512,1.2210,0.7174,-61.5300,-49.9100,47.5300
3443526,z,-0.0073,1.1209,0.7657,-40.0400,-40.8800,73.4300
3443535,z,-0.0029,1.0170,0.7989,-20.7200,-36.5400,94.5700
